진행단계,정비구역명칭,정비구역면적(㎡),사업구분,재건축단계,서울시_정비구역위치,Latitude,Longitude,cate_code
사업시행인가,가락삼익맨숀아파트 재건축정비사업,59721.7,재건축,재건축 시행,서울시 송파구 송파동 166번지,37.504216,127.1213083,5
관리처분인가,마천4 재정비촉진구역 주택재개발정비사업조합설립(변경)인가서,60080.8,재개발(주택정비형),재건축 시행,서울시 마천동 323번지 일대,37.4912108,127.1562395,6
사업시행인가,방배7구역 주택재건축정비사업,17549.8,재건축,재건축 시행,서울시 서초구 방배동 891-3번지,37.4875153,126.997382,5
관리처분인가,흑석9재정비촉진구역,94579.2,재개발(주택정비형),재건축 시행,서울시 동작구 흑석동 90번지,37.5048785,126.9621525,6
사업시행인가,한양3차아파트 재건축정비사업,20080.7,재건축,재건축 시행,서울시 송파구 방이동 225-0,37.506137,127.1226568,5
사업시행인가,노량진1재정비촉진구역,132132.0,재개발(주택정비형),재건축 시행,서울시 동작구 노량진동278-4번지,37.5119322,126.9361669,5
착공신고,신반포22차(아)주택재건축정비사업,9168.8,재건축,재건축 시행,서울시 서초구 잠원동 65-33번지,37.5116669,127.0072482,9
관리처분인가,노량진8 재정비촉진구역 주택재개발정비사업조합,55742.9,재개발(주택정비형),재건축 시행,서울시 동작구 대방동 23-61번지,37.5114464,126.9321679,6
관리처분인가,원일빌라주택재건축정비사업조합,5597.0,재건축,재건축 시행,서울시 강서구 방화동 278-7번지,37.5724736,126.8161244,6
사업시행인가,개포주공6.7단지아파트 재건축정비구역,116684.1,재건축,재건축 시행,서울시 강남구 개포동 185,37.4888759,127.0716679,5
착공신고,방배삼익아파트주택재건축,29470.2,재건축,재건축 시행,서울시 서초구 방배동 1018-1,37.4788755,127.0015896,9
사업시행인가,번동5구역 가로주택정비사업,9617.3,가로주택정비,재건축 시행,서울시 강북구 번동 427-63,37.6352421,127.0370432,5
사업시행인가,가락미륭아파트 재건축정비사업,20296.6,재건축,재건축 시행,서울시 송파구 가락동 138-0,37.4937943,127.1285863,5
사업시행인가,번동2구역 가로주택정비사업,7816.9,가로주택정비,재건축 시행,서울시 강북구 번동 429-97,37.6358214,127.0366343,5
일반분양승인,용답동 주택재개발정비사업조합,73341.0,재개발(주택정비형),재건축 시행,서울시 성동구 용답동 108-1번지,37.5672597,127.0502825,10
착공신고,답십리제17구역 주택재개발정비사업,13850.9,재개발(주택정비형),재건축 시행,서울시 동대문구 답십리동 12번지,37.5663077,127.060416,9
사업시행인가,관악구 봉천동 4-1-3구역 주택재개발 정비사업,79832.0,재개발(주택정비형),재건축 시행,서울시 관악구 봉천동 480번지,37.4896975,126.9479244,5
관리처분인가,이문4재정비촉진구역,148977.2,재개발(주택정비형),재건축 시행,서울시 동대문구 이문동 86-1,37.5967642,127.066496,6
사업시행인가,한양연립 일대 가로주택정비사업,9877.8,가로주택정비,재건축 시행,서울시 광진구 구의동 592-39,37.5345272,127.0903086,5
사업시행인가,가락프라자아파트 주택재건축 정비구역,45808.8,재건축,재건축 시행,서울시 송파구 동남로18길 44(가락동 199),37.4938283,127.1331331,5
착공신고,흑석3재정비 촉진구역,103497.4,재개발(주택정비형),재건축 시행,서울시 흑석동253-89번지 외 808필지,37.5003133,126.9607837,9
사업시행인가,신길우성2?우창아파트 재건축사업,45767.0,재건축,재건축 시행,서울시 영등포구 여의대방로5길 6(신길동),37.5143681,126.9223267,5
사업시행인가,영등포 대선제분 일대 재개발1구역 제1지구 재개발사업,2200.7,재개발(도시정비형),재건축 시행,서울시 영등포구 문래동3가 16-32,37.5178932,126.9009894,5
사업시행인가,개포주공5단지아파트 주택재건축정비사업,56173.2,재건축,재건축 시행,서울시 강남구 개포동 187,37.4876225,127.0685038,5
사업시행인가,장안동 현대아파트 재건축정비사업,25244.0,재건축,재건축 시행,서울시 동대문구 장안동 95-1,37.5808823,127.0691204,5
철거신고,연희제1구역 주택재개발정비사업,55173.0,재개발(주택정비형),재건축 시행,서울시 서대문구 연희동 533번지,37.5709783,126.9212878,8
사업시행인가,홍은동355번지 일대 가로주택정비사업,7096.24,가로주택정비,재건축 시행,서울시 서대문구 홍은동 355-0,37.5832301,126.9247257,5
관리처분인가,영등포1의13구역 도시환경정비사업,27049.0,재개발(도시정비형),재건축 시행,서울시 영등포구 영등포동5가 32-8,37.5215868,126.9081459,6
철거신고,신림2재정비촉진구역 주택재개발정비사업조합,95797.5,재개발(주택정비형),재건축 시행,서울시 관악구 신림동 324-25번지,37.4657008,126.9300335,8
사업시행인가,삼환가락아파트 주택재건축정비사업조합,40749.2,재건축,재건축 시행,서울시 송파구 가락동 176-0,37.4953563,127.1367731,5
관리처분인가,서초 신동아아파트 주택재건축정비사업,56917.3,재건축,재건축 시행,서울시 서초구 서초동 1334번지,37.4904444,127.0245312,6
사업시행인가,응봉1주택재건축정비사업,39465.2,재건축,재건축 시행,서울시 성동구 응봉동 193-162번지,37.549089,127.0314539,5
조합해산,금호제13구역주택재개발정비사업조합,58244.3,재개발(주택정비형),재건축 완료,서울시 성동구 금호동2가 200-0,37.5530275,127.020416,13
조합해산,길음제8구역,104449.7,재개발(주택정비형),재건축 완료,서울시 성북구 길음동 612-10번지,37.6085948,127.0220461,13
준공인가,긴등마을 주택재건축 아파트 신축공사,316.68,재건축,재건축 완료,서울시 강서구 공항동 4-8,37.5539147,126.8089321,11
조합청산,방배경남아파트 주택재건축,37361.7,재건축,재건축 완료,서울시 서초구 방배동,37.4794939,126.9931207,12
준공인가,아현2구역주택재건축정비사업조합,65553.5,재건축,재건축 완료,서울시 마포구 아현동 662번지,37.555705,126.9504739,11
조합해산,전농제7구역주택재개발정비사업조합,151859.05,재개발(주택정비형),재건축 완료,서울시 동대문구 전농동 449-9,37.5797474,127.0557043,13
준공인가,홍은제6주택재건축정비사업구역,13020.0,재건축,재건축 완료,서울시 서대문구 홍은동 13-25번지,37.599995,126.9443368,11
조합청산,월계제4 주택재개발정비구역,23525.6,재개발(주택정비형),재건축 완료,서울시 노원구 월계동 672번지,37.6364747,127.0525166,12
조합해산,염리제3 주택재개발정비사업,87952.2,재개발(주택정비형),재건축 완료,서울시 마포구 염리동 507번지 일원,37.5491616,126.9472617,13
조합해산,아현 제3구역 주택재개발정비사업,207508.3,재개발(주택정비형),재건축 완료,서울시 마포구 아현동 635번지,37.5544849,126.9562273,13
조합청산,성동구금호제17주택재개발구역정비사업,24267.8,재개발(주택정비형),재건축 완료,서울시 성동구 금호동2가 566,37.5530275,127.020416,12
조합해산,돈암제5구역주택배개발정비사업조합,20990.0,재개발(주택정비형),재건축 완료,서울시 성북구 돈암동 13-7 일대,37.5998253,127.0228224,13
이전고시,태릉현대아파트 주택재건축정비구역,76418.0,재건축,재건축 완료,서울시 노원구 공릉로 34길 74,37.6242348,127.0814596,7
이전고시,태원연립 주택 재건축 정비사업 신축공사,1080.7,재건축,재건축 완료,서울시 강서구 등촌동 651번지,37.5538616,126.8598627,7
조합청산,영등포1-4구역 도시환경정비사업,58131.8,재개발(도시정비형),재건축 완료,서울시 영등포구 영등포동7가 145-8,37.5242915,126.9071195,12
이전고시,수색9재정비촉진구역주택재개발정비사업조합,36458.6,재개발(주택정비형),재건축 완료,서울시 수색동 30번지 일대,37.5884768,126.8999586,7
조합해산,정릉길음제9구역,69998.6,재개발(주택정비형),재건축 완료,서울시 성북구 정릉동 10,37.6049128,127.0185708,13
조합해산,거여2-2지구,61850.1,재개발(주택정비형),재건축 완료,서울시 송파구 거여동 234-0,37.4931418,127.1505847,13
조합해산,보문제4구역 주택재개발 정비구역,31252.9,재개발(주택정비형),재건축 완료,서울시 보문동3가 225번지 일대,37.5819284,127.0162947,13
조합해산,답십리제14주택재개발구역,32729.7,재개발(주택정비형),재건축 완료,서울시 동대문구 답십리동 25-0,37.5713895,127.0567364,13
조합해산,모진연립 주택재건축정비사업,2159.0,재건축,재건축 완료,서울시 광진구 화양동 499-18외 1필지,37.5458326,127.0745268,13
조합해산,창전1구역 주택재건축 정비구역,14770.4,재건축,재건축 완료,서울시 마포구 창전동27-19번지,37.5506586,126.9310253,13
이전고시,성내미주아파트 주택재건축 정비사업,18416.9,재건축,재건축 완료,서울시 강동구 성내동 547-1,37.5274774,127.1274385,7
조합해산,만리제2주택재개발정비구역,67199.3,재개발(주택정비형),재건축 완료,서울시 중구 만리동2가 176-1,37.5540378,126.9638626,13
준공인가,개포택지 개발지구 주공4단지 정비구역,179794.9,재건축,재건축 완료,서울시 강남구 개포동 189번지,37.4855599,127.0713384,11
이전고시,둔촌동현대연립주 재건축정비사업조합,1606.5,재건축,재건축 완료,"서울시 둔촌동513.1,6",37.5282539,127.1447139,7
조합해산,신당제11구역주택재개발정비사업조합,8224.8,재개발(주택정비형),재건축 완료,서울시 신당5동 85번지,37.5638224,127.0215236,13
조합청산,무악연립제2주택재건축정비사업조합,7868.52,재건축,재건축 완료,서울시 종로구 무악동 71-1 외 13필지,37.5764425,126.9593115,12
이전고시,천호동 풍전연립 주택재건축 정비사업조합,1477.9,재건축,재건축 완료,서울시 강동구 천호동 28-32,37.5476081,127.140846,7
조합해산,홍제2구역 주택재개발정비사업조합,49382.0,재개발(주택정비형),재건축 완료,서울시 서대문구 홍제동 156번지,37.5825754,126.9438898,13
조합해산,석관 제 3구역,15232.0,재개발(주택정비형),재건축 완료,서울시 성북구 석관동338-540번지,37.6067801,127.0520634,13
조합해산,용두제6구역 주택재개발정비사업조합,53371.0,재개발(주택정비형),재건축 완료,서울시 동대문구 용두동 753-9번지,37.5800226,127.0284695,13
조합해산,휘경2재정비촉진구역,43329.0,재개발(주택정비형),재건축 완료,서울시 동대문구 휘경동 128-12번지 일대,37.5882047,127.0645152,13
조합해산,금호제19구역 주택재개발정비구역,51475.3,재개발(주택정비형),재건축 완료,서울시 성동구 금호동2가 980번지,37.5530275,127.020416,13
조합해산,왕십리뉴타운 제2구역 주택재개발정비사업조합,69324.0,재개발(주택정비형),재건축 완료,서울시 성동구 상왕십리동 12-37번지,37.5704617,127.0258289,13
조합해산,가재울뉴타운6구역주택재개발사업,48054.4,재개발(주택정비형),재건축 완료,서울시 서대문구 남가좌동352-1번지,37.5756218,126.9194417,13
조합해산,가재울뉴타운5구역주택재개발정비사업조합,52867.7,재개발(주택정비형),재건축 완료,서울시 서대문구 남가좌동 175번지,37.5756218,126.9194417,13
이전고시,노량진제1주택재개발구역,17539.6,재개발(주택정비형),재건축 완료,서울시 동작구 노량진동 122-37,37.510744,126.9442613,7
조합해산,용두5구역 재개발정비구역,37699.8,재개발(주택정비형),재건축 완료,서울시 동대문구 용두동 253번지,37.571355,127.0294167,13
조합청산,옥수제12구역 주택재개발정비사업 구역,92618.8,재개발(주택정비형),재건축 완료,서울시 성동구 옥수동 500번지,37.5438285,127.013956,12
조합해산,길동진흥아파트주택재건축정비구역,36169.0,재건축,재건축 완료,서울시 강동구 둔촌동 630,37.5341448,127.1465183,13
조합해산,응암제3주택재개발구역,18631.7,재개발(주택정비형),재건축 완료,서울시 은평구 응암동 171-0,37.5987192,126.9257991,13
조합해산,반포우성아파트 재건축정비사업,26607.7,재건축,재건축 완료,서울시 서초구 잠원동 74-1,37.5073828,127.0029924,13
이전고시,목원연립주택재건축,1069.9,재건축,재건축 완료,서울시 양천구 목4동 803-2,37.5358976,126.8679926,7
이전고시,쌍문제1구역재개발정비사업조합,16627.44,재개발(주택정비형),재건축 완료,서울시 쌍문동414번지(364-1전지외 110필지),37.6493053,127.0189428,7
이전고시,자양아파트주택재건축정비구역,6456.8,재건축,재건축 완료,서울시 광진구 자양동 658-14번지,37.5326098,127.0845012,7
이전고시,435대명연립 주택재건축정비사업,1327.0,재건축,재건축 완료,서울시 동대문구 장안동 435-2,37.5646213,127.0670763,7
조합청산,월계3 주택재건축정비구역,26995.0,재건축,재건축 완료,서울시 월계1동 531,37.6219654,127.0585916,12
조합해산,정릉제10구역주택재개발정비사업,18107.0,재개발(주택정비형),재건축 완료,서울시 성북구 정릉동 539-1번지 일대,37.615604,126.9976191,13
이전고시,대치제2지구주택재건축정비사업조합,14593.4,재건축,재건축 완료,서울시 강남구 삼성로72길 49,37.5020468,127.0616573,7
조합해산,송파구 송파동 반도아파트 주택재건축 정비사업,30091.5,재건축,재건축 완료,서울시 송파구 송파동 167번지,37.5029698,127.1188259,13
조합해산,상명삼락주택재건축정비사업,1988.8,재건축,재건축 완료,서울시 마포구 망원동 472-1,37.5625846,126.9036326,13
조합해산,옥수 제13주택재개발구역,124431.2,재개발(주택정비형),재건축 완료,서울시 성동구 옥수동 526-0,37.5438285,127.013956,13
조합해산,종암제6 주택재개발정비구역,19506.0,재개발(주택정비형),재건축 완료,서울시 성북구 종암동 95-2번지,37.6017073,127.0356298,13
조합청산,한남연립729번지주택재건축정비사업조합,2333.0,재건축,재건축 완료,서울시 용산구 한남동729번지,37.5374369,127.0034308,12
조합해산,망원동438주택재건축정비사업조합,4737.3,재건축,재건축 완료,서울시 마포구 망원동 438-46번지 외14필지,37.5589596,126.9001669,13
조합해산,벽산빌라 가로주택정비사업,5224.1,가로주택정비,재건축 완료,서울시 강동구 상일동 152-0,37.5498892,127.1569454,13
이전고시,봉상연립재건축정비사업추진위원회,2379.47,재건축,재건축 완료,서울시 양천구신월5동8-1.8-14,37.5429679,126.8281377,7
조합해산,금호제14주택재개발구역,33291.0,재개발(주택정비형),재건축 완료,서울시 성동구 금호동4가 235,37.5461582,127.0240435,13
이전고시,회기제1구역주택재개발조합,14116.0,재개발(주택정비형),재건축 완료,서울시 동대문구 회기동 62-34번지,37.5904438,127.0540161,7
이전고시,성삼연립 주택재건축정비사업,4498.3,재건축,재건축 완료,서울시 도봉구 방학동 636,37.666996,127.0361303,7
조합해산,미아동3-111번지일대 주택재건축정비구역,10335.0,재건축,재건축 완료,서울시 강북구 미아동 3-111번지,37.6207702,127.0330197,13
조합해산,이화연립 주택재건축정비사업조합,2535.0,재건축,재건축 완료,서울시 송파구 풍납동 146번지 외1필지,37.5354196,127.1186216,13
조합해산,응암 제9주택재개발구역,54729.8,재개발(주택정비형),재건축 완료,서울시 은평구 응암동 663번지,37.5938352,126.9231281,13
이전고시,중앙연립 주택재건축정비사업,2508.0,재건축,재건축 완료,서울시 광진구 화양동 35-4,37.5444675,127.0686442,7
이전고시,무궁화연립주택재건축,4639.0,재건축,재건축 완료,서울시 강서구 방화동 191-3,37.5714888,126.822367,7
이전고시,미아10-1 주택재개발정비사업,18474.6,재개발(주택정비형),재건축 완료,서울시 강북구 미아동 476-0,37.6125886,127.0266512,7
이전고시,개봉동 장미연립 주택재건축정비사업,1652.3,재건축,재건축 완료,서울시 구로구 개봉동 335-16,37.4908859,126.849265,7
조합청산,서초우성1차아파트 주택재건축정비구역(서초아파트지구 3주구),56409.3,재건축,재건축 완료,서울시 서초구 서초2동 1336 번지,37.4783695,127.0144784,12
준공인가,서강주택재건축정비사업,32069.7,재건축,재건축 완료,서울시 마포구 하중동 18-2 외 228필지,37.5437078,126.9279675,11
이전고시,신반포13차아파트 주택재건축정비사업,13406.6,재건축,재건축 완료,서울시 서초구 잠원동 52-2외 1필지,37.5171095,127.0137376,7
조합해산,구로동 칠성아파트 가로주택정비사업,3076.0,가로주택정비,재건축 완료,서울시 구로구 구로동 685-280,37.4951408,126.8783443,13
준공인가,둔촌동 삼익빌라 주택재건축정비사업,9808.8,재건축,재건축 완료,서울시 강동구 둔촌동 85-2,37.5299356,127.1447055,11
조합해산,왕십리뉴타운제1구역 주택재개발정비사업조합,100666.39,재개발(주택정비형),재건축 완료,서울시 성동구 하왕십리동 339-67번지,37.5696274,127.0285054,13
조합해산,길음2재정비촉진구역,104979.3,재개발(주택정비형),재건축 완료,서울시 성북구 길음동 498번지,37.6085948,127.0220461,13
이전고시,웅지오성염창주택재건축정비사업조합,6521.3,재건축,재건축 완료,서울시 강서구 염창동 242-4외 6필지,37.5559372,126.8667565,7
이전고시,신탁시행자 방식 테스트용2,120000.01,재건축,재건축 완료,서울시 금천구 가산동 255-255,37.4766861,126.8837772,7
이전고시,신월.신정뉴타운제1구역4지구주택재개발정비사업조합,50978.0,재개발(주택정비형),재건축 완료,서울시 양천구 신월2동 612-13번지,37.5233458,126.8465282,7
이전고시,금호제18주택재개발구역,20721.2,재개발(주택정비형),재건축 완료,서울시 성동구 금호동3가 632-0,37.549893,127.0195641,7
조합해산,연희빌라주택재건축정비사업,4838.0,재건축,재건축 완료,서울시 은평구 구산동 307-1,37.6168181,126.9064129,13
이전고시,시흥동 금강연립아파트 재건축사업,3383.0,재건축,재건축 완료,"서울시 금천구 시흥동 791-39,40,42번지",37.4461474,126.9021788,7
이전고시,신정1재정비촉진구역 1-2지구 재정비촉진사업,17152.0,재개발(주택정비형),재건축 완료,서울시 양천구 신월2동 603-3호,37.5452101,126.8281112,7
이전고시,동아연립주택재건축정비사업조합,2317.4,재건축,재건축 완료,서울시 강서구 염창동 244-18번지외6필지,37.5507368,126.878458,7
조합해산,삼승아파트 주택재건축,8993.1,재건축,재건축 완료,서울시 금천구 독산동 966-1,37.4766059,126.8999366,13
조합청산,용두제1구역 주택재개발정비사업조합,58262.5,재개발(주택정비형),재건축 완료,서울시 동대문구 용두동 80-1번지,37.5814254,127.0439116,12
이전고시,삼미/장미연립주택 재건축정비사업,1990.3,재건축,재건축 완료,서울시 양천구 신월4동 410-12번지 외 2필지,37.5450486,126.8295365,7
이전고시,동대문구 장안동 425-1번지 일대 제1종지구단위계획구역(대성연립연합),5321.8,재건축,재건축 완료,서울시 동대문구 장안동 425-1,37.5650912,127.0659881,7
조합청산,응암제2구역 주택재개발정비사업,120765.2,재개발(주택정비형),재건축 완료,서울시 은평구 응암동 363753번지,37.5938352,126.9231281,12
조합청산,보문제3구역주택재개발정비사업조합`,52245.8,재개발(주택정비형),재건축 완료,서울시 보문동 6가 207번지,37.5804013,127.0188595,12
조합청산,응암제11구역주택재개발정비구역,36242.8,재개발(주택정비형),재건축 완료,서울시 은평구 응암동 455-0,37.5938352,126.9231281,12
조합해산,흑석7재정비촉진구역 주택재개발정비사업조합,74378.0,재개발(주택정비형),재건축 완료,서울시 158번지,37.550263,126.9970831,13
조합청산,잠원대림아파트 재건축정비구역,38306.8,재건축,재건축 완료,서울시 서초구 잠원동 57,37.5143551,127.0116337,12
조합청산,응암제1구역 주택재개발정비사업구역,43938.0,재개발(주택정비형),재건축 완료,서울시 은평구 응암동 8번지,37.5984559,126.9351653,12
조합청산,신길11재정비촉진구역주택재개발정비사업조합,50759.3,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동329-94외 522필지,37.505736,126.9079889,12
조합해산,수색4재정비촉진구역,61898.0,재개발(주택정비형),재건축 완료,서울시 은평구 수색동 361-10,37.5841013,126.8936294,13
조합해산,신정제4구역주택재개발정비사업,54683.5,재개발(주택정비형),재건축 완료,서울시 양천구 신정동 1033-1번지 일대,37.5171775,126.8526498,13
조합청산,신길7재정비촉진구역,93728.5,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 1993외950필지,37.5014779,126.9173847,12
조합해산,신길14재정비촉진구역 주택재개발정비사업,27844.0,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 347-50,37.5052922,126.9043364,13
조합청산,반포한양아파트 주택재건축 정비사업,26539.2,재건축,재건축 완료,서울시 서초구 잠원동 66번지,37.5088569,127.0084356,12
조합해산,봉천 제12-1구역 주택재개발 정비사업조합,28259.0,재개발(주택정비형),재건축 완료,서울시 관악구 청룡동(봉천8동) 1544-1호,37.4890714,126.9586381,13
이전고시,신정2-2지구 재정비촉진구역,19599.5,재개발(주택정비형),재건축 완료,서울시 양천구 신정동 1150-41,37.516463,126.8528674,7
조합청산,묵1주택재건축정비사업조합,37334.7,재건축,재건축 완료,서울시 중랑구 묵동 81-17번지,37.612732,127.0797858,12
준공인가,홍제동 제1주택재건축정비사업,38404.0,재건축,재건축 완료,서울시 서대문구 홍제동 57-5,37.5812599,126.9505916,11
이전고시,국제빌딩주변 제4구역 도시환경정비사업조합,53441.06,재개발(도시정비형),재건축 완료,서울시 용산구 한강로3가 63-70번지,37.5258963,126.9676579,7
조합해산,휘경1재정비촉진구역 주택재개발정비사업조합,12915.0,재개발(주택정비형),재건축 완료,서울시 동대문구 휘경동 243번지,37.5882047,127.0645152,13
준공인가,면목4주택재건축정비사업,14918.9,재건축,재건축 완료,서울시 중랑구 면목동 55-14번지,37.5860308,127.0960428,11
조합청산,길동신동아3차아파트 주택재건축정비구역,12181.0,재건축,재건축 완료,서울시 강동구 길동 43번지,37.5424596,127.15031,12
조합해산,녹번제1구역제2지구 주택재개발정비사업조합,66094.0,재개발(주택정비형),재건축 완료,서울시 은평구 녹번동 19번지,37.6034758,126.9353357,13
조합해산,우성2차아파트 주택재건축정비구역(서초아파트지구),24067.42,재건축,재건축 완료,"서울시 서초구 서초동 1331번지, 1331-1번지",37.4924162,127.0268355,13
조합해산,상아2차아파트 재건축정비구역,27721.8,재건축,재건축 완료,서울시 강남구 삼성동 19-4,37.5175246,127.0499786,13
이전고시,반포현대아파트주택재건축정비사업,3621.5,재건축,재건축 완료,서울시 서초구 반포동 30-15 16,37.5030927,127.0162627,7
조합청산,장안시영2단지2ㅏ주택재건축,38026.0,재건축,재건축 완료,서울시 동대문구 장안동 329-2,37.5759642,127.0753503,12
조합해산,상계8단지재건축정비사업 조합설립추진위원회,41763.0,재건축,재건축 완료,서울시 노원구 상계10동 677 688,37.6597393,127.0604535,13
조합해산,신정2재정비촉진구역1지구 주택재개발정비사업조합,87327.2,재개발(주택정비형),재건축 완료,서울시 양천구 신정동 1175-28,37.5180078,126.851968,13
조합청산,효창제4구역주택재개발정비사업,10030.0,재개발(주택정비형),재건축 완료,서울시 용산구 효창동 117-1호,37.5433203,126.9611019,12
조합해산,구의1 주택재건축 정비구역,48323.0,재건축,재건축 완료,서울시 광진구 구의동 122-2번지,37.5444007,127.092844,13
조합해산,거여2재정재정비촉진구역1지구 주택재개발 정비사업조합,99175.1,재개발(주택정비형),재건축 완료,서울시 송파구 거여동 697번지일대,37.4897279,127.1449912,13
조합해산,효창제6구역,18256.56,재개발(주택정비형),재건축 완료,서울시 용산구 효창동 3-250번지,37.5476929,126.9622026,13
조합해산,신반포3차 경남아파트 주택재건축 정비사업,146915.8,재건축,재건축 완료,서울시 서초구 반포동 1-1,37.5068005,126.9973098,13
조합해산,개포주공3단지주택재건축정비사업,64293.8,재건축,재건축 완료,서울시 강남구 개포2동 138번지 외,37.4859833,127.0679911,13
준공인가,신반포15차아파트 주택재건축정비사업,31983.1,재건축,재건축 완료,서울시 서초구 반포동 12번지,37.5037783,126.9936331,11
조합해산,삼호가든맨션3차아파트 주택재건축정비사업구역,31228.8,재건축,재건축 완료,서울시 서초구 반포1동 32-8번지외,37.5059465,126.9987477,13
조합해산,종로6가 도시환경정비구역,12556.3,재개발(도시정비형),재건축 완료,서울시 종로구 종로6가 82-1번지,37.5715032,127.0084121,13
조합해산,고덕시영아파트주택재건축정비사업구역,194302.7,재건축,재건축 완료,서울시 강동구 고덕동 670번지,37.5638217,127.1582312,13
조합해산,증산2재정비촉진구역 주택재개발정비사업조합,78755.2,재개발(주택정비형),재건축 완료,서울시 은평구 증산동 213-20번지,37.5810087,126.9027162,13
조합해산,홍은제14구역 주택재개발정비사업조합,229.34,재개발(주택정비형),재건축 완료,서울시 서대문구 홍은동 19-19번지,37.5837953,126.9309426,13
준공인가,신월4구역 주택재건축 정비사업,15735.2,재건축,재건축 완료,서울시 양천구 신월동 489-3외,37.5231904,126.843991,11
이전고시,용산역전면 제2구역 도시환경정비사업조합,18956.8,재개발(도시정비형),재건축 완료,서울시 한강로2가 391,37.5333887,126.9708002,7
조합해산,답십리제16주택재개발정비구역,145976.0,재개발(주택정비형),재건축 완료,서울시 동대문구 답십리동178번지일대,37.5710195,127.0566992,13
이전고시,화곡1 주택재건축정비사업,31237.0,재건축,재건축 완료,서울시 강서구 화곡동 1027-50,37.5451065,126.8389602,7
조합해산,덕수연립주택재건축정비사업조합,1736.7,재건축,재건축 완료,서울시 강서구 염창동 283번지,37.5477863,126.8768293,13
조합해산,개포시영(아)주택재건축정비사업,115910.0,재건축,재건축 완료,서울시 개포동 656외,37.4785667,127.0555862,13
이전고시,염창1주택재건축정비사업조합,21607.7,재건축,재건축 완료,서울시 강서구 염창동 277-24번지 일대,37.5495732,126.8688937,7
조합청산,녹번제1구역제1지구,39128.0,재개발(주택정비형),재건축 완료,서울시 녹번동 53번지,37.6010777,126.9357793,12
조합해산,염리제2주택재개발구역,51748.3,재개발(주택정비형),재건축 완료,서울시 마포구 염리동 45번지,37.5501969,126.9484852,13
조합청산,상도대림아파트 주택재건축정비사업,44100.4,재건축,재건축 완료,서울시 동작구 상도동 36-1번지,37.5079238,126.9517656,12
준공인가,아현제4구역주택재개발정비사업조합,64357.7,재개발(주택정비형),재건축 완료,서울시 마포구 아현동 380번지,37.5530559,126.9577563,11
이전고시,용산역전면 제3구역,24788.0,재개발(도시정비형),재건축 완료,서울시 용산구 한강로2가 342번지,37.5315815,126.9686123,7
조합청산,봉천제12-2구역 주택재개발구역,80836.0,재개발(주택정비형),재건축 완료,서울시 관악구 봉천동 1553-1번지,37.4903602,126.9583217,12
이전고시,서초삼호1차아파트 주택재건축,39964.2,재건축,재건축 완료,서울시 서초구 서초동 1311번지 외2필지,37.5005395,127.0198109,7
조합청산,사당1주택재건축정비사업조합,33693.8,재건축,재건축 완료,서울시 동작구 사당동 167-19번지,37.4872847,126.9750093,12
준공인가,홍은동제2주택재건축정비사업조합,33199.0,재건축,재건축 완료,서울시 서대문구 홍은동 338-5번지,37.5859173,126.92387,11
조합해산,풍납우성아파트주택재건축정비사업,24036.4,재건축,재건축 완료,서울시 송파구 풍납2동 388-7번지389 2필지,37.5294056,127.1135523,13
조합해산,신반포6차아파트 주택재건축정비구역(아파트지구),34745.9,재건축,재건축 완료,서울시 서초구 잠원동74-23번지,37.5087872,127.0022868,13
조합청산,불광제3구역주택재개발정비사업조합,77298.0,재개발(주택정비형),재건축 완료,서울시 은평구 불광동 17번지 일대,37.6196974,126.9334882,12
조합청산,영등포구 도림 제16 주택재개발정비구역,53378.0,재개발(주택정비형),재건축 완료,서울시 영등포구 도림동 162-94,37.511021,126.8991025,12
조합청산,신반포1차재건축주택조합,77961.0,재건축,재건축 완료,서울시 서초구 반포동 2-1번지,37.5077377,126.9967606,12
이전고시,사당2주택재건축정비사업조합,49439.3,재건축,재건축 완료,서울시 동작구 사당동 181번지,37.4910671,126.9611156,7
조합해산,응암3구역 주택재건축 정비사업,30931.0,재건축,재건축 완료,서울시 응암동 626-108번지,37.5938352,126.9231281,13
조합청산,응암동 225-1 주택재건축정비구역,19644.0,재건축,재건축 완료,서울시 은평구 응암동 225-1,37.5949467,126.9240471,12
조합해산,삼호가든4차아파트 주택재건축정비사업,27429.5,재건축,재건축 완료,서울시 서초구 반포동 30-20,37.5045432,127.0107723,13
조합해산,서초우성3차 주택재건축정비구역(아파트지구),16736.7,재건축,재건축 완료,서울시 서초구 서초동 1332-1,37.4781192,127.0140875,13
조합청산,금호제15구역 주택재개발정비사업,66379.5,재개발(주택정비형),재건축 완료,서울시 성동구 금호동1가 280번지,37.553569,127.0249849,12
조합해산,장위5구역주택재개발정비사업조합,89853.4,재개발(주택정비형),재건축 완료,서울시 성북구 장위동173-114,37.6190851,127.0506754,13
조합해산,흑석8재정비촉진구역 주택재개발정비사업조합,33310.0,재개발(주택정비형),재건축 완료,서울시 동작구 흑석동 232번지,37.5038987,126.955399,13
조합청산,삼익그린맨션아파트 주택재건축정비사업조합,63239.1,재건축,재건축 완료,서울시 강동구 명일동 309-1 외 7필지,37.5519484,127.1443417,12
